,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
239,239,old map,HasProperty,accurate as modern map,"are old maps as accurate as modern maps?
 do old maps have the property of being as accurate as modern maps?
does old map have the property of being accurate as modern map?"," old maps were made without GPS.
 old maps are less accurate than modern maps.",neg,cannot_edit,are old maps as accurate as modern maps?,0,false,contextual: false
240,240,person,Desires,starve to death,"does every person desire to starve to death?
 does every person desire to starve to death?
does a person want to starve to death?"," some people have eating disorders.
 people need food to survive.",neg,cannot_edit,does every person desire to starve to death?,0,false,contextual: false
241,241,pilot,Desires,crash,"does the pilot want to crash?
 do pilots usually want to crash?
does pilot want crash?"," the pilot is flying the plane.
 the pilot is a human.",neg,cannot_edit,does the pilot want to crash?,0,false,contextual: false
242,242,wooden spoon,CapableOf,scratch pan,"can a wooden spoon scratch a pan?
 can a wooden spoon scratch a pan?
can wooden spoon scratch pan?", some wooden spoons are coated with a layer of nylon or another polymer to prevent them from scratching cookware.,neg,cannot_edit,can a wooden spoon scratch a pan?,0,false,contextual: false
243,243,schook play,HasProperty,very good,"is school play very good?
 is school play usually very good?
does schook play have the property of very good?"," school is used for learning.
 school is a place for learning.",neg,cannot_edit,is school play very good?,0,false,contextual: false
244,244,man,CapableOf,fly,"can men fly?
 can most men fly?
can man fly?"," birds can fly.
 men can walk.",neg,cannot_edit,can men fly?,0,false,contextual: false
245,245,person,Desires,dandruff,"does a person desire to have dandruff?
 does anyone ever desire to have dandruff?
does a person want dandruff?"," dandruff is a condition of the scalp that causes flakes of skin to appear.
 dandruff is a condition of the scalp that causes flakes of skin to appear.",neg,cannot_edit,does a person desire to have dandruff?,0,false,contextual: false
246,246,person,Desires,flood,"does a person desire a flood?
 do people usually desire floods?
does a person want to flood?"," a flood is a natural disaster.
 a person is a type of human.",neg,cannot_edit,does a person desire a flood?,0,false,contextual: false
247,247,person,Desires,gall stone,"does a person want a gall stone?
 does a person usually want a gall stone?
does a person want a gallstone?"," gall stones are painful.
 gall stones are painful.",neg,cannot_edit,does a person want a gall stone?,0,false,contextual: false
248,248,lip read,IsA,efficient mode of communication,"is lip reading an efficient mode of communication?
 is lip reading an efficient mode of communication?
is lip reading a type of efficient mode of communication?"," lip reading is the interpretation of visual information from the lips.
 lip reading is a form of communication.",neg,cannot_edit,is lip reading an efficient mode of communication?,0,false,contextual: false
249,249,fish,HasA,lung,"do fish have lungs?
 do fish have lungs?
does fish have lung?"," fish breathe through their gills.
 fish breathe with gills.",neg,cannot_edit,do fish have lungs?,0,false,contextual: false
250,250,big dog,CapableOf,belong in small car,"can a big dog fit in a small car?
 can a big dog usually fit in a small car?
can big dog belong in small car?", a big dog is bigger than a small car.,neg,cannot_edit,can a big dog fit in a small car?,0,false,contextual: false
251,251,person,Desires,tear ligament,"does a person ever desire to tear their ligament?
 do people usually desire to tear their ligaments?
does person want to tear ligament?"," ligaments are connective tissues that attach bones to other bones.
 ligaments connect bones.",neg,cannot_edit,does a person ever desire to tear their ligament?,0,false,contextual: false
252,252,map,IsA,picture of world,"is a map a picture of the world?
 is a map a picture of the world?
is map a type of picture of world?"," a map is a representation of an area.
 a map is a picture of a place.",pos,cannot_edit,is a map a picture of the world?,0,true,contextual: true
253,253,kitchen,HasProperty,open to live room,"does the kitchen have the property of being open to the living room?
 does the kitchen usually have the property of being open to the living room?
does the kitchen have the property of an open living room?"," most kitchens are open to the living room.
 the kitchen is open to the living room.",pos,cannot_edit,does the kitchen have the property of being open to the living room?,0,true,contextual: true
254,254,homemade food,HasProperty,good than store-bought,"is homemade food better than store-bought?
 is homemade food usually better than store-bought food?
does homemade food have the property of being better than store-bought?"," homemade food is usually cheaper than store-bought.
 homemade food is made at home.",pos,cannot_edit,is homemade food better than store-bought?,0,true,contextual: true
255,255,pathway,CapableOf,guide walker,"can pathways guide walkers?
 can pathways guide walkers?
can pathway guide walker?"," pathways are made of concrete.
 pathways are used for walking.",pos,cannot_edit,can pathways guide walkers?,0,true,contextual: true
256,256,clothe become outdated,CapableOf,quickly,"do clothes become outdated quickly?
 do clothes generally become outdated quickly?
can cloth become outdated quickly?"," fashion is a popular style or practice.
 clothes are articles of clothing.",pos,cannot_edit,do clothes become outdated quickly?,0,true,contextual: true
257,257,chalk,HasProperty,white,"does chalk have the property of being white?
 is chalk usually white?
does chalk have the property of white?"," chalk is a type of calcium carbonate.
 chalk is a soft, white, porous sedimentary carbonate rock.",pos,cannot_edit,does chalk have the property of being white?,0,true,contextual: true
258,258,stool,IsA,3-legged chair,"is a stool a 3-legged chair?
 is a stool a 3-legged chair?
is a stool a type of 3-legged chair?"," a stool is a seat without a back or arms.
 a stool is a seat without a back or arms.",pos,cannot_edit,is a stool a 3-legged chair?,0,true,contextual: true
259,259,bono,IsA,freak,"is Bono a freak?
 is Bono a freak?
is bono a type of freak?", bono is a singer.,pos,cannot_edit,is Bono a freak?,0,true,contextual: true
260,260,ink,IsA,liquid,"is ink a kind of liquid?
 is ink a liquid?
is ink a liquid?"," ink is a liquid or a paste.
 ink is a liquid.",pos,cannot_edit,is ink a kind of liquid?,0,true,contextual: true
261,261,present,IsA,often,"is present often?
 is present a type of often?
is present a type of often?", present is a gift.,pos,cannot_edit,is present often?,0,true,contextual: true
262,262,horse,HasProperty,nice,"do horses have the property of being nice?
 do horses have the property of being nice?
does horse have the property of nice?", horses are animals.,pos,cannot_edit,do horses have the property of being nice?,0,true,contextual: true
263,263,water,CapableOf,make reflection,"can water make a reflection?
 can water make a reflection?
can water make reflections?"," water is a liquid.
 water is a liquid.",pos,cannot_edit,can water make a reflection?,0,true,contextual: true
264,264,christian,Desires,convert person to christianity,"does a christian want to convert someone to Christianity?
 do christians generally want to convert people to Christianity?
does christian want convert person to christianity?"," christians are taught to spread their faith.
 a christian is a person who believes in christianity.",pos,cannot_edit,does a christian want to convert someone to Christianity?,0,true,contextual: true
265,265,unite state congress,HasProperty,bicameral,"does the United States Congress have the property of being bicameral?
 does the unite state congress have the property of being bicameral?
does unite state congress have the property of bicameral?"," the united states congress is the legislative branch of the federal government of the United States.
 the united states congress is bicameral.",pos,cannot_edit,does the United States Congress have the property of being bicameral?,0,true,contextual: true
266,266,house,MadeOf,soil,"is a house made of soil?
 is a house typically made of soil?
is a house made of soil?", house is a type of building.,pos,cannot_edit,is a house made of soil?,0,true,contextual: true
